kepid	koi_period	koi_prad	koi_quarters
9605514	40.715561000	2.70	11111101110111011000000000000000
9661877	20.427207010	4.42	11111101110111011000000000000000
5728283	6.198273591	19.81	01111111111111111000000000000000
8127639	1.023471798	3.78	00011111111111111000000000000000
6047498	0.518727110	19.07	11111111111111111000000000000000
8125580	17.317117390	2.04	11111111111111111000000000000000
8158127	9.428898840	4.39	10101010101010101000000000000000
10158990	1.096583368	1.35	11111101110111011000000000000000
10149023	9.956397750	28.15	11111111111111111000000000000000
10141900	6.503270350	1.67	11111111111111111000000000000000
10141900	4.096676240	1.42	11111111111111111000000000000000
10141900	1.196548464	1.25	11111111111111111000000000000000
8410727	11.476090150	2.07	11111111111111111000000000000000
8410727	25.263046700	1.71	11111111111111111000000000000000
8349405	7.168826600		
8278371	0.677374687	0.90	11111111111111111000000000000000
8280511	10.435470310	1.22	11111111111111111000000000000000
8280511	7.410843140	0.94	11111111111111111000000000000000
9710326	28.599140310	1.83	11111111111111111000000000000000
9761882	24.587163550	2.37	11111111111111111000000000000000
5297298	34.193600311	21.95	11111111111111111000000000000000
9766437	12.532482220	3.24	11111111111111111000000000000000
9772531	31.201692472	8.31	11111111111111111000000000000000
9775938	13.197206940	4.18	11111111111111111000000000000000
8644288	14.858908520	5.94	11111111111111111000000000000000
8158127	4.088972990	2.36	10101010101010101000000000000000
8176653	2.866680334	2.93	11111111111111111000000000000000
8174625	17.444860160	3.24	11111111111111111000000000000000
8183911	8.306974210	37.99	11111111111111111000000000000000
8179973	2.497051750		
10157458	7.336851010	1.52	11111101110111011000000000000000
4649305	22.651174510	7.62	11111111111111111000000000000000
10148521	1.204274435	1.19	11111111111111111000000000000000
10118816	7.717906750	0.90	11111111111111111000000000000000
10122255	27.665284700	2.21	11111111111111111000000000000000
3124412	0.948950734	36.87	11111111111111111000000000000000
3835670	14.557308970	4.32	11111111111111111000000000000000
10287248	4.722254104	14.45	01111101110111011000000000000000
10351767	0.635069939	57.77	11111101110111011000000000000000
10295951	6.810823723	26.06	11111101110111011000000000000000
10342041	0.933746515	25.54	11111111111111111000000000000000
10514770	1.872421727	5.65	11111111111111111000000000000000
9775938	33.652847400	3.05	11111111111111111000000000000000
9787239	5.901278150	1.94	11111101110111011000000000000000
9787239	8.752096910	1.83	11111101110111011000000000000000
9787239	22.780782410	2.17	11111101110111011000000000000000
9787239	2.896005211	1.23	11111101110111011000000000000000
9787239	0.742957911	1.47	11111101110111011000000000000000
2309719	54.356350670	38.81	11111111111111111000000000000000
2558363	0.546248550	18.93	01111111111111111000000000000000
2716853	18.827440230	2.70	01111111111111111000000000000000
2445154	8.412006900	1.71	11111111111111111000000000000000
2715135	5.747711909	1.86	11111111111111111000000000000000
8644288	3.504691252	2.03	11111111111111111000000000000000
3113266	0.995861402	26.93	11111111111111111000000000000000
3247268	86.678560520	9.83	11111011101110111000000000000000
3247268	12.218280970	5.10	11111011101110111000000000000000
3232859	8.387210055	72.52	11111111111111111000000000000000
3098184	15.238453900	9.84	00011111111111111000000000000000
2720309	0.413334492	31.52	
10342065	0.933746140	149.71	11111111111111111000000000000000
10352945	6.471792750	2.08	00011101110111011000000000000000
10354039	64.617518000	5.40	11111101110111011000000000000000
10330115	13.214096070	2.77	11111111111111111000000000000000
10426656	6.057299660	1.94	11111101110111011000000000000000
9820483	3.584101048	4.66	01111111111111111000000000000000
9941662	1.763587535	21.42	11111111111111111000000000000000
7778437	5.014234733	10.63	11111111111111111000000000000000
9823457	8.115287270	3.10	11111111111111111000000000000000
9823457	36.925040900	3.01	11111111111111111000000000000000
2574201	37.478349200	10.05	11101110111111111000000000000000
2166206	8.096957640	34.00	11111111111111111000000000000000
2164169	32.312286700	4.84	11111111111111111000000000000000
2574338	9.229613840	2.79	11111111111111111000000000000000
2584163	14.559855600	1.64	11111111111111111000000000000000
4180280	4.176254191	3.07	11111011101110111000000000000000
3239636	0.528755447	47.75	11111111111111111000000000000000
2721030	6.100276210	2.59	11111111111111111000000000000000
3329204	51.598095540	6.57	01111111111111111000000000000000
3230491	1500.000000000	9.80	
3340070	10.911048700	2.36	
7626506	8.408878137	2.28	11111111111111111000000000000000
10426656	10.937255720	2.41	11111101110111011000000000000000
10426656	2.971366580	1.52	11111101110111011000000000000000
10528068	158.685002200	3.08	11111111111111111000000000000000
10468940	2.936527336	1.92	11111111111111111000000000000000
9825625	7.039020160	2.45	11111111111111111000000000000000
9875711	8.360870704	3.67	11111111111111111000000000000000
7661409	3.140511530	31.01	11111111111111111000000000000000
1026957	21.761298120	2.53	11111111111111111000000000000000
10002261	12.713794177	2.31	11111111111111111000000000000000
8176650	15.801100028	15.61	11111111111111111000000000000000
2162635	1500.140677200	18.35	
5899544	1.739428983	268.65	00011111111111111000000000000000
5963222	1.217266418	14.49	11111111111111111000000000000000
5982353	19.563092517	23.76	11111111111111111000000000000000
6205468	3.722855100	5.67	01111111111111111000000000000000
8506766	48.937868960	24.19	11111111111111111000000000000000
3240706	5.489907880	23.60	11111111111111111000000000000000
2853093	161.527834700	8.19	11111111111111111000000000000000
3228824	0.730939050	1.45	00011111111111111000000000000000
3245969	11.391023580	1.67	11111011101110111000000000000000
3231341	12.333438530	4.12	11111111111111111000000000000000
10468940	8.015008210	2.00	11111111111111111000000000000000
10341831	0.933749941	12.93	11111111111111111000000000000000
10337517	7.053934488	2.36	11111111111111111000000000000000
10337517	4.292636990	0.68	11111111111111111000000000000000
10351231	7.674661400	2.80	11111101110111011000000000000000
10485179	0.445275074	1.21	11111101110111011000000000000000
8561063	1.213770423	0.78	11111111111111111000000000000000
8561063	0.453287416	0.76	11111111111111111000000000000000
8892910	10.810132734	13.95	11111111111111111000000000000000
8561063	1.865114193	0.66	11111111111111111000000000000000
10657664	3.273699006	22.36	11111111111111111000000000000000
3337351	7.047103499	51.86	11111111111111111000000000000000
6153201	0.530300102	35.73	
5802486	1.073917869	33.01	01111011101110111000000000000000
5817553	4.206096814	32.66	11111111111111111000000000000000
5982368	19.563137230	9.73	00011111111111111000000000000000
5816811	2.227718792	8.88	11111111111111111000000000000000
5816165	0.591914504	27.21	00011111111111111000000000000000
7102227	36.770493500	2.83	11111111111111111000000000000000
7102227	14.589324290	2.32	11111111111111111000000000000000
7102227	0.764017553	0.86	11111111111111111000000000000000
6960913	59.878025800	2.19	11111111111111111000000000000000
6837146	20.513601920	2.58	00011111111111111000000000000000
11122894	74.927686530	6.39	11111111111111111000000000000000
11122894	150.018951100	32.60	11111111111111111000000000000000
11129738	2.613020421	1.50	11111110111011101000000000000000
11401182	0.927859786	1.79	11111111111111111000000000000000
11030711	205.912735000	4.68	11111111111111111000000000000000
11512246	7.106957410	1.72	11111111111111111000000000000000
6607286	0.783276173	1.98	00011111111111111000000000000000
6607286	3.174058980	2.09	00011111111111111000000000000000
6690082	2.139556300	1.76	11111111111111111000000000000000
6690082	4.807103254	2.96	11111111111111111000000000000000
6448890	21.405442200	11.64	11111111111111111000000000000000
6448890	10.500771200	5.68	11111111111111111000000000000000
10730034	2.633852528	1.38	11111111111111111000000000000000
10730034	6.186708820	1.21	11111111111111111000000000000000
10858691	1.796320953	1.20	11111111111111111000000000000000
10858691	3.468073000	1.29	11111111111111111000000000000000
10858691	5.914266800	1.31	11111111111111111000000000000000
8107380	14.006403920	3.11	11111111111111111000000000000000
6936909	3.546531809	2.18	11111111111111111000000000000000
6936909	5.700706260	2.03	11111111111111111000000000000000
6962977	20.834149700	2.26	01101111111111111000000000000000
6962977	7.055658400	2.13	01101111111111111000000000000000
11176127	10.475480840	2.11	11111111111111111000000000000000
11176127	22.928863140	2.08	11111111111111111000000000000000
11176127	77.474099100	2.63	11111111111111111000000000000000
11075279	345.158935400	7.79	11111110111011101000000000000000
11014932	6.885952220	2.68	11111111111111111000000000000000
6607447	99.644278300	8.48	11111111111111111000000000000000
6677256	3.125814002	1.88	00011111111111111000000000000000
8030148	5.660669429	3.24	11111111111111111000000000000000
6692833	10.804871630	1.71	11111111111111111000000000000000
6693640	13.719384260	1.98	11111111111111111000000000000000
10858691	29.221495900	1.81	11111111111111111000000000000000
10973814	44.852099700	3.35	11111111111111111000000000000000
10973814	20.342378380	2.88	11111111111111111000000000000000
6541920	118.378673500	3.40	11111111111111111000000000000000
10586208	23.584447460	3.00	11111110111011101000000000000000
6962977	11.978844090	2.11	01101111111111111000000000000000
6962977	3.715455930	1.46	01101111111111111000000000000000
6962977	2.580832640	1.31	01101111111111111000000000000000
7174351	1.487084251	1.60	11111111111111111000000000000000
6932987	19.254040230	3.04	11111111111111111000000000000000
11014932	15.054935600	1.60	11111111111111111000000000000000
11014932	2.927211190	1.29	11111111111111111000000000000000
11014932	38.285633800	1.77	11111111111111111000000000000000
11288505	19.807877630	2.08	11111110111011101000000000000000
11493431	2.343230566	1.18	11111110111011101000000000000000
6441738	19.037234420	5.74	11111111111111111000000000000000
8801343	2.739873980	34.83	11111111111111111000000000000000
8488878	5.801880653	19.91	00011111111111111000000000000000
8560285	85.340926070	1177.65	00011111111111111000000000000000
8620565	0.782045734	45.05	11111111111111111000000000000000
8616873	0.576078683	23.23	11111111111111111000000000000000
10854768	10.117168400	3.07	11111111111111111000000000000000
10964440	19.129476030	4.23	11111110111011101000000000000000
10713616	83.578197600	6.63	11111111111111111000000000000000
10963242	6.146995600	2.04	11111110111011101000000000000000
10785538	0.522457732	1.52	11111110111011101000000000000000
6932987	54.155838400	3.88	11111111111111111000000000000000
8191672	3.548465446	14.92	11111111111111111000000000000000
6851425	11.119902800	2.08	11111111111111111000000000000000
6934291	0.567856484	1.55	11111111111111111000000000000000
7357531	251.059724900	44.20	11111111111111111000000000000000
6185711	11.702196380	16.15	11110111011101110000000000000000
11037335	40.715049800	2.20	11111111111111111000000000000000
11037335	10.446359440	2.18	11111111111111111000000000000000
11389771	2.508553286	1.28	11111110111011101000000000000000
11389771	13.751296360	1.66	11111110111011101000000000000000
8737796	0.885747456	269.98	11111111111111111000000000000000
8462258	3.611541977	28.07	00011111111111111000000000000000
10925104	8.041347775	1.29	11111111111111111000000000000000
8454250	5.082722475	4.40	11111111111111111000000000000000
8494263	78.925742100	11.90	00011111111111111000000000000000
8848271	9.991625291	38.93	11111111111111111000000000000000
10585852	8.575049830	4.26	11111110111011101000000000000000
10928043	6.846398840	1.90	11111111111111111000000000000000
10794087	7.649708320	1.43	11111111111111111000000000000000
10794087	12.376793120		
6541920	10.304011320	1.84	11111111111111111000000000000000
4275739	2.171827838	58.56	00011011101110111000000000000000
7287415	3.016182013	2.25	11111111111111111000000000000000
6924203	6.883376100	1.69	11111111111111111000000000000000
6878167	0.833980196	1.45	11111111111111111000000000000000
6880531	69.627542020		
6863839	1.926353494	1.33	11111111111111111000000000000000
7296086	0.890737359	20.57	11111111111111111000000000000000
11389771	5.419084910	1.38	11111110111011101000000000000000
11599038	7.017335710	1.61	11111110111011101000000000000000
11193263	6.911342230	1.90	11111111111111111000000000000000
11027624	394.624951400	7.79	11111111111111111000000000000000
11032227	7.193049350	1.59	11111111111111111000000000000000
8751933	86.647644480	9.40	11111111111111111000000000000000
8630788	36.337504530	5.30	11111111111111111000000000000000
8630788	14.646130580	2.22	11111111111111111000000000000000
8630788	148.272013000	4.30	11111111111111111000000000000000
8823426	1.506507172	13.40	01111111111111111000000000000000
4070376	1.634614356	44.22	11111011101110111000000000000000
4078157	16.025018977	1069.01	00011011101110111000000000000000
4164994	10.506829780	9.01	00011011101110111000000000000000
4480676	0.711966971	33.34	11111011101110111000000000000000
4079535	17.727243920	14.77	00011011101110111000000000000000
6766634	321.212436500	7.25	11111111111111111000000000000000
6774826	7.138953760	49.96	01111111111111111000000000000000
5652237	4.464545400	3.07	11111111111111111000000000000000
7211469	11.296894420	1.74	11111111111111111000000000000000
7375795	19.301120390	1.66	11111111111111111000000000000000
7255336	1.203200920	49.25	11111111111111111000000000000000
7831264	5.968724048	3.26	11111111111111111000000000000000
7802136	10.980246199	21.94	11111111111111111000000000000000
7532973	2.144632238	59.19	11111111111111111000000000000000
9632895	27.322044880	21.58	11111111111111111000000000000000
